game_id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_name,team2_name,team1_rpi_rating,team2_rpi_rating,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_fg3rate,team1_oppfg3rate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_fg3rate,team2_oppfg3rate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_coaches_before_final,team2_coaches_before_final,team1_ap_preseason,team2_ap_preseason,team1_ap_final,team2_ap_final
2018-1437-1345,1437,1345,2018,1,2,W01,W02,1,2,W,W,R4W1,boston,42.3601,-71.0589,Villanova,Purdue,0.667,0.628,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,54.8611111111111,42.0103092783505,74.2816091954023,12.8282070517629,44.861215303826,33.7142857142857,67.9089026915114,7.03125,40.2489626556017,34.4318740777177,59.290187891440496,49.0407673860911,0.0851059257149919,0.0760795396543109,70.2,68.3,127.4,122.8,96.0,99.9,68.2,67.2,123.2,118.5,96.6,96.7,40.039388,-75.345457,40.428206,-86.914435,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0
2018-1437-1403,1437,1403,2018,1,3,W01,W03,1,3,W,W,R4W1,boston,42.3601,-71.0589,Villanova,Texas Tech,0.667,0.601,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,51.468189233279,36.593059936908496,70.0934579439252,12.9239230064161,45.00458295142071,32.8034682080925,69.6165191740413,9.787928221859712,34.0860215053763,38.8109927089176,55.1564310544612,47.6323119777159,0.107280451545179,0.0861761004215374,70.2,68.3,127.4,122.8,96.0,99.9,68.4,66.6,114.0,109.2,92.1,94.2,40.039388,-75.345457,33.580309,-101.876917,2.0,13.0,2.0,13.0,2.0,14.0,2.0,14.0
2018-1437-1455,1437,1455,2018,1,4,W01,W04,1,4,W,W,R3W1,boston,42.3601,-71.0589,Villanova,Wichita St,0.667,0.619,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,53.7942664418213,38.5224274406332,73.792093704246,11.361587015329098,45.807033363390396,36.254980079681296,72.60940032414909,9.02192242833052,38.9917695473251,40.440386680988205,63.7634408602151,44.174135723431505,0.0665409781523788,0.0838416324719973,70.2,68.3,127.4,122.8,96.0,99.9,69.9,68.6,121.9,117.8,101.9,101.9,40.039388,-75.345457,37.716484,-97.29673299999999,2.0,16.0,2.0,16.0,2.0,16.0,2.0,16.0
2018-1437-1452,1437,1452,2018,1,5,W01,W05,1,5,W,W,R3W1,boston,42.3601,-71.0589,Villanova,West Virginia,0.667,0.598,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,48.5327313769752,35.3010625737898,76.5832106038292,16.0394265232975,45.609318996415794,37.3722627737226,70.440251572327,10.0827689992476,38.9246323529412,38.0344253192671,54.237288135593204,54.379084967320296,0.11377014679682901,0.0775137263890481,70.2,68.3,127.4,122.8,96.0,99.9,70.3,69.0,119.2,113.0,97.4,98.5,40.039388,-75.345457,39.634679999999996,-79.953926,2.0,14.0,2.0,14.0,2.0,15.0,2.0,15.0
2018-1437-1196,1437,1196,2018,1,6,W01,W06,1,6,W,W,R4W1,boston,42.3601,-71.0589,Villanova,Florida,0.667,0.5770000000000001,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,47.3684210526316,37.5321336760925,71.875,12.387202625102502,46.51353568498771,35.7142857142857,73.6660929432014,8.36928386540121,40.165203923593204,33.569482288828304,49.346016646849,46.63278271918679,0.10004583547892401,0.06337745233959,70.2,68.3,127.4,122.8,96.0,99.9,68.2,66.8,115.1,109.7,96.4,100.6,40.039388,-75.345457,29.638247999999997,-82.361195,2.0,24.0,2.0,24.0,2.0,23.0,2.0,23.0
2018-1437-1116,1437,1116,2018,1,7,W01,W07,1,7,W,W,R4W1,boston,42.3601,-71.0589,Villanova,Arkansas,0.667,0.596,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,51.3552068473609,40.0907715582451,67.79220779220779,13.640312771503,48.04517810599479,35.4523227383863,72.54901960784309,8.91583452211127,32.040717401841995,41.543930929405796,49.9492385786802,54.8042704626335,0.0864714939786065,0.0660772737006332,70.2,68.3,127.4,122.8,96.0,99.9,71.4,69.7,117.3,112.2,101.7,105.2,40.039388,-75.345457,36.06153,-94.178214,2.0,,2.0,,2.0,,2.0,
2018-1437-1439,1437,1439,2018,1,8,W01,W08,1,8,W,W,R2W1,pittsburgh,40.4417,-80.0,Villanova,Virginia Tech,0.667,0.411,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,57.287822878228795,38.5144429160935,70.95310136157342,6.691109074243809,48.5792850595784,34.4660194174757,69.8181818181818,11.1623616236162,40.1435670900055,43.0287206266319,58.601553829078796,54.1769041769042,0.0813039563874973,0.0755596551209893,70.2,68.3,127.4,122.8,96.0,99.9,70.0,68.7,115.0,112.2,98.4,101.4,40.039388,-75.345457,37.237477,-80.434849,2.0,,2.0,,2.0,,2.0,
2018-1437-1104,1437,1104,2018,1,9,W01,W09,1,9,W,W,R2W1,pittsburgh,40.4417,-80.0,Villanova,Alabama,0.667,0.5820000000000001,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,53.2284768211921,32.436472346786196,67.2236503856041,14.8562300319489,46.80511182108629,31.935047361299098,68.07639836289219,10.5960264900662,35.6419818859883,37.1170266197891,49.5348837209302,48.0535279805353,0.0912186370554791,0.0937292417450795,70.2,68.3,127.4,122.8,96.0,99.9,70.3,68.8,108.5,102.8,94.6,99.7,40.039388,-75.345457,33.2144,-87.545766,2.0,,2.0,,2.0,,2.0,
2018-1437-1139,1437,1139,2018,1,10,W01,W10,1,10,W,W,R4W1,boston,42.3601,-71.0589,Villanova,Butler,0.667,0.58,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,54.1341653666147,35.5731225296443,77.05223880597009,8.41283607979185,49.60971379011271,37.3737373737374,74.2283950617284,8.65834633385335,37.18765311122,37.540628385698795,47.9253112033195,50.541516245487394,0.0941995162727543,0.0721347647133704,70.2,68.3,127.4,122.8,96.0,99.9,69.8,67.8,115.8,110.9,97.9,102.0,40.039388,-75.345457,39.840662,-86.171791,2.0,,2.0,,2.0,,2.0,
2018-1437-1382,1437,1382,2018,1,11,W01,W11a,1,11,W,W,R4W1,boston,42.3601,-71.0589,Villanova,St Bonaventure,0.667,0.6,59.7135183527305,39.794871794871796,77.1285475792988,10.219530658592,49.280847842543494,32.7823691460055,75.3346080305927,8.1468218442256,46.6061185468451,35.466536394724,53.744075829383895,53.5433070866142,0.0940747417606896,0.0642360571493696,48.5342019543974,39.807383627608296,75.3721244925575,11.1111111111111,49.5652173913044,32.0730117340287,71.6502115655853,10.0162866449511,33.6574824419233,42.5638179800222,53.9099526066351,56.7852437417655,0.0987368795587974,0.0751645614659313,70.2,68.3,127.4,122.8,96.0,99.9,69.2,69.2,112.3,111.1,101.1,101.1,40.039388,-75.345457,42.07863,-78.47586,2.0,,2.0,,2.0,,2.0,
